,Date,Year,County,Cases,Area_km,Perm_pop,Live-births,Infant_deaths,Children,Internal_immigration,Internal_emmigration,Dwellings,Street_taps,HH_water_net,HH_water_net_CY,HH_sewer_net,HH_electric_net,HH_gas_net,HH_dist_heat_net,HH_hot_water_net,HH_trash_serv,Num_general_pract,Num_pediatrican,GP_Nurses,Hospital_Beds,Gyno_ped_nurses,Pharmacies,Branch_pharmacies,Job_seekers,BACS_adjacent,BARANYA_adjacent,BEKES_adjacent,BORSOD_adjacent,BUDAPEST_adjacent,CSONGRAD_adjacent,FEJER_adjacent,GYOR_adjacent,HAJDU_adjacent,HEVES_adjacent,JASZ_adjacent,KOMAROM_adjacent,NOGRAD_adjacent,PEST_adjacent,SOMOGY_adjacent,SZABOLCS_adjacent,TOLNA_adjacent,VAS_adjacent,VESZPREM_adjacent,ZALA_adjacent
10,2005-03-14,2005,BUDAPEST,127,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2005-03-21,2005,BUDAPEST,135,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2005-03-28,2005,BUDAPEST,116,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,2005-04-04,2005,BUDAPEST,132,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2005-04-11,2005,BUDAPEST,129,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,2005-04-18,2005,BUDAPEST,113,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,2005-04-25,2005,BUDAPEST,114,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,2005-05-02,2005,BUDAPEST,98,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,2005-05-09,2005,BUDAPEST,140,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,2005-05-16,2005,BUDAPEST,120,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,2005-05-23,2005,BUDAPEST,173,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2005-05-30,2005,BUDAPEST,135,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,2005-06-06,2005,BUDAPEST,143,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2005-06-13,2005,BUDAPEST,139,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,2005-06-20,2005,BUDAPEST,155,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,2005-06-27,2005,BUDAPEST,98,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,2005-07-04,2005,BUDAPEST,87,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,2005-07-11,2005,BUDAPEST,110,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2005-07-18,2005,BUDAPEST,70,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2005-07-25,2005,BUDAPEST,43,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,2005-08-01,2005,BUDAPEST,37,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,2005-08-08,2005,BUDAPEST,30,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,2005-08-15,2005,BUDAPEST,21,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2005-08-22,2005,BUDAPEST,22,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2005-08-29,2005,BUDAPEST,15,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2005-09-05,2005,BUDAPEST,11,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,2005-09-12,2005,BUDAPEST,7,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,2005-09-19,2005,BUDAPEST,12,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,2005-09-26,2005,BUDAPEST,5,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,2005-10-03,2005,BUDAPEST,17,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2005-10-10,2005,BUDAPEST,11,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,2005-10-17,2005,BUDAPEST,27,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2005-10-24,2005,BUDAPEST,23,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,2005-10-31,2005,BUDAPEST,30,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,2005-11-07,2005,BUDAPEST,48,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,2005-11-14,2005,BUDAPEST,37,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2005-11-21,2005,BUDAPEST,32,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2005-11-28,2005,BUDAPEST,49,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,2005-12-05,2005,BUDAPEST,67,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,2005-12-12,2005,BUDAPEST,106,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2005-12-19,2005,BUDAPEST,83,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,2005-12-26,2005,BUDAPEST,114,525.1,1690109.0,15911.0,72.0,210704.0,53922.0,58372.0,856181.0,1899.0,839207.0,8160.0,819426.0,861624.0,733699.0,240958.0,227742.0,843733.0,979.0,342.0,994.0,22467.0,702.0,376.0,0.0,20599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2006-01-02,2006,BUDAPEST,129,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,2006-01-09,2006,BUDAPEST,189,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,2006-01-16,2006,BUDAPEST,79,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2006-01-23,2006,BUDAPEST,163,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2006-01-30,2006,BUDAPEST,110,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,2006-02-06,2006,BUDAPEST,158,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,2006-02-13,2006,BUDAPEST,182,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,2006-02-20,2006,BUDAPEST,136,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,2006-02-27,2006,BUDAPEST,207,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,2006-03-06,2006,BUDAPEST,251,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,2006-03-13,2006,BUDAPEST,141,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,2006-03-20,2006,BUDAPEST,193,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,2006-03-27,2006,BUDAPEST,169,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,2006-04-03,2006,BUDAPEST,141,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,2006-04-10,2006,BUDAPEST,193,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,2006-04-17,2006,BUDAPEST,359,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,2006-04-24,2006,BUDAPEST,268,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,2006-05-01,2006,BUDAPEST,168,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,2006-05-08,2006,BUDAPEST,338,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,2006-05-15,2006,BUDAPEST,186,525.12,1684523.0,16830.0,86.0,209243.0,63537.0,65969.0,863330.0,1844.0,850748.0,10375.0,847068.0,887765.0,737975.0,241794.0,228352.0,855325.0,971.0,341.0,1006.0,22464.0,708.0,379.0,0.0,20831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
